Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.3),Relación Ca:Mg (1:0.5) CaO/(Mg/1.14175),Relación K:Ca (1:1) CaO/(K2O/2.29)
6.0,65.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
7.0,66.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
,67.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
,68.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
,69.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
,70.0,10,2.4306137451,5.301927818999999,2.67367511961,0.4217150334709178,0.3338754479288107,29.5372,2.972727272727273,0.253943046,0.12487509999999999
,71.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,72.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,73.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,74.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,75.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,76.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,77.0,11,2.5847389899,5.622007165109999,2.8432128888899997,0.4484559884665752,0.3550464938214276,29.5372,2.972727272727273,0.253943046,0.1248751
,78.0,12,2.72975493015,5.943819167369999,3.0027304231649996,0.4736164658232229,0.37496626186577164,29.5372,2.972727272727273,0.253943046,0.1248751
,79.0,12,2.72975493015,5.943819167369999,3.0027304231649996,0.4736164658232229,0.37496626186577164,29.5372,2.972727272727273,0.253943046,0.1248751
,80.0,12,2.72975493015,5.943819167369999,3.0027304231649996,0.4736164658232229,0.37496626186577164,29.5372,2.972727272727273,0.253943046,0.1248751
,81.0,12,2.72975493015,5.943819167369999,3.0027304231649996,0.4736164658232229,0.37496626186577164,35.6483,2.972727272727273,0.253943046,0.1248751
