Calendario de Fertilización para Goteo 2 Veces Por Semana,Calendario de Fertilización para Goteo 2 Veces Por Semana_1,Calendario de Fertilización para Goteo 2 Veces Por Semana_2,Calendario de Fertilización para Goteo 2 Veces Por Semana_3,Calendario de Fertilización para Goteo 2 Veces Por Semana_4,Calendario de Fertilización para Goteo 2 Veces Por Semana_5,Calendario de Fertilización para Goteo 2 Veces Por Semana_6,Calendario de Fertilización para Goteo 2 Veces Por Semana_7,Calendario de Fertilización para Goteo 2 Veces Por Semana_8,Calendario de Fertilización para Goteo 2 Veces Por Semana_9,Calendario de Fertilización para Goteo 2 Veces Por Semana_10,Calendario de Fertilización para Goteo 2 Veces Por Semana_11,Calendario de Fertilización para Goteo 2 Veces Por Semana_12,Columna_13,Columna_14,Columna_15,Columna_16,Columna_17,Columna_18
1,3,38522,,11.460440862484994,,8.418793687279386,,16.462182240670835,,9.956509062499999,,9.145656800372684,,87.03377609756097,,20.019999999999996,,315.2514159988603
2,10,38529,,11.460440862484994,,8.418793687279386,,16.462182240670835,,9.956509062499999,,9.145656800372684,,126.82084048780486,,20.019999999999996,,315.7407968908603
3,17,38536,,21.250995255414338,,23.238818841188767,,32.92436448134167,,19.913018124999997,,18.29131360074537,,186.50070463414636,,20.019999999999996,,673.2648893166579
4,24,38543,,21.250995255414338,,23.238818841188767,,32.92436448134167,,19.913018124999997,,18.29131360074537,,208.88037902439024,,20.019999999999996,,673.5401593116579
5,31,38550,,21.250995255414338,,23.238818841188767,,32.92436448134167,,19.913018124999997,,18.29131360074537,,246.18130121951214,,20.019999999999996,,673.9989606546579
6,38,38557,,21.250995255414338,,23.238818841188767,,32.92436448134167,,19.913018124999997,,18.29131360074537,,295.91586414634145,,20.019999999999996,,674.6106957786579
7,45,38564,,21.250995255414338,,23.238818841188767,,32.92436448134167,,19.913018124999997,,18.29131360074537,,325.7559182926829,,20.019999999999996,,674.9777284446579
8,52,38571,,22.739100392379303,,10.405124294606024,,32.92436448134167,,19.913018124999997,,18.29131360074537,,400.3560536585365,,20.019999999999996,,526.5041014752566
9,59,38578,,22.739100392379303,,10.405124294606024,,32.92436448134167,,19.913018124999997,,18.29131360074537,,415.2763248780487,,20.019999999999996,,526.6876208112565
10,66,38585,,22.739100392379303,,10.405124294606024,,32.92436448134167,,19.913018124999997,,18.29131360074537,,504.7979521951218,,20.019999999999996,,527.7887368272566
11,73,38592,,22.739100392379303,,10.405124294606024,,32.92436448134167,,19.913018124999997,,18.29131360074537,,504.7979521951218,,20.019999999999996,,527.7887368272566
12,80,38599,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,564.4780604878049,,20.019999999999996,,434.34443349178827
13,87,38606,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,609.2381417073171,,20.019999999999996,,434.89498249078827
14,94,38613,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,609.2381417073171,,20.019999999999996,,434.89498249078827
15,101,38620,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,609.2381417073171,,20.019999999999996,,434.89498249078827
16,108,38627,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,609.2381417073171,,20.019999999999996,,434.89498249078827
17,115,38634,,16.36542517870082,,10.405124294606024,,24.67994365878708,,14.926661749999996,,13.711079810437266,,609.2381417073171,,20.019999999999996,,434.89498249078827
